Transaction_ID,Customer_ID,Transaction_Number,Amount,Transaction_Type,Transaction_Hour,Location,Usual_Location,Device_Type,New_Device,Account_Age_Days,Previous_Transaction_Amount,Average_Previous_Amount,Amount_Deviation,Amount_Ratio,Transactions_Last_24H,Failed_Attempts,International_Transaction,Unusual_Location,Fraud_Probability,Fraud_Label,Risk_Score,Risk_Level
TXN102732,CUST060,38,1111.78,Purchase,6,Pune,Pune,iPhone,0,679,3301.45,2641.82,-1530.04,0.42,4,0,0,0,0.0284,0,3,Low
TXN102733,CUST060,39,805.83,Transfer,7,Pune,Pune,iPhone,0,679,1111.78,2119.83,-1314.0,0.38,1,0,0,0,0.0027,0,0,Low
TXN102734,CUST060,40,2911.03,Purchase,7,Pune,Pune,iPhone,0,679,805.83,1703.53,1207.5,1.71,2,1,0,0,0.0052,0,1,Low
TXN102735,CUST060,41,1611.95,Purchase,3,Pune,Pune,Mac,1,679,2911.03,1893.51,-281.55,0.85,1,2,0,0,0.55,1,55,Medium
TXN102736,CUST060,42,2150.4,Purchase,20,Pune,Pune,iPhone,0,679,1611.95,1956.89,193.51,1.1,2,0,0,0,0.0057,0,1,Low
TXN102737,CUST060,43,1921.96,Transfer,6,Pune,Pune,Android,1,679,2150.4,1812.36,109.6,1.06,9,0,1,0,0.55,1,55,Medium
TXN102738,CUST060,44,3088.69,Purchase,21,Pune,Pune,iPhone,0,679,1921.96,1878.68,1210.01,1.64,1,0,0,0,0.0079,0,1,Low
TXN102739,CUST060,45,2852.82,Purchase,11,Pune,Pune,iPhone,0,679,3088.69,1989.48,863.34,1.43,2,0,0,0,0.0185,0,2,Low
TXN102740,CUST060,46,2705.38,ATM Withdrawal,8,Pune,Pune,iPhone,0,679,2852.82,2177.75,527.63,1.24,2,0,0,0,0.0138,0,1,Low
TXN102741,CUST060,47,1215.69,Purchase,8,Pune,Pune,iPhone,0,679,2705.38,2246.13,-1030.44,0.54,1,0,0,0,0.007,0,1,Low
TXN102742,CUST060,48,1331.04,Purchase,9,Pune,Pune,Windows,1,679,1215.69,2037.55,-706.51,0.65,1,0,0,0,0.0623,0,6,Low
TXN102743,CUST060,49,1669.92,Bill Payment,12,Pune,Pune,iPhone,0,679,1331.04,2059.48,-389.56,0.81,2,1,0,0,0.008,0,1,Low
TXN102744,CUST060,50,10385.53,Transfer,9,Pune,Pune,iPhone,0,679,1669.92,2145.89,8239.64,4.84,0,0,0,0,0.0303,0,3,Low
TXN102745,CUST060,51,4697.69,Online Payment,11,Mumbai,Pune,iPhone,0,679,10385.53,2893.34,1804.35,1.62,1,0,0,1,0.0213,0,2,Low
TXN102746,CUST061,1,5772.69,Transfer,17,Hyderabad,Hyderabad,Mac,0,444,0.0,5322.16,450.53,1.08,1,0,0,0,0.0133,0,1,Low
TXN102747,CUST061,2,3348.3,Bill Payment,13,Hyderabad,Hyderabad,Mac,0,444,5772.69,5772.69,-2424.38,0.58,1,0,0,0,0.0037,0,0,Low
TXN102748,CUST061,3,5084.17,Transfer,13,Hyderabad,Hyderabad,Mac,0,444,3348.3,4560.5,523.67,1.11,3,0,0,0,0.0048,0,0,Low
TXN102749,CUST061,4,1372.16,Purchase,18,Hyderabad,Hyderabad,Mac,0,444,5084.17,4735.05,-3362.89,0.29,1,0,0,0,0.0031,0,0,Low
TXN102750,CUST061,5,3277.62,Bill Payment,12,Hyderabad,Hyderabad,Mac,0,444,1372.16,3894.33,-616.71,0.84,2,0,0,0,0.0146,0,1,Low
TXN102751,CUST061,6,3058.57,Purchase,8,Hyderabad,Hyderabad,Mac,0,444,3277.62,3770.99,-712.42,0.81,1,0,0,0,0.0077,0,1,Low
TXN102752,CUST061,7,5163.58,Transfer,9,Hyderabad,Hyderabad,Mac,0,444,3058.57,3652.25,1511.33,1.41,3,0,0,0,0.0052,0,1,Low
TXN102753,CUST061,8,9149.94,Transfer,15,Hyderabad,Hyderabad,Mac,0,444,5163.58,3868.16,5281.78,2.37,4,0,0,0,0.0246,0,2,Low
TXN102754,CUST061,9,3662.19,Bill Payment,9,Hyderabad,Hyderabad,Mac,0,444,9149.94,4528.38,-866.19,0.81,0,0,0,0,0.0093,0,1,Low
TXN102755,CUST061,10,21373.35,Transfer,22,Hyderabad,Hyderabad,Mac,0,444,3662.19,4432.14,16941.21,4.82,6,0,0,0,0.0982,0,10,Low
TXN102756,CUST061,11,3464.82,ATM Withdrawal,20,Hyderabad,Hyderabad,Mac,0,444,21373.35,6126.26,-2661.44,0.57,1,0,0,0,0.0169,0,2,Low
TXN102757,CUST061,12,7239.41,Bill Payment,10,Hyderabad,Hyderabad,Mac,0,444,3464.82,5895.47,1343.94,1.23,2,0,0,0,0.0053,0,1,Low
TXN102758,CUST061,13,5066.3,Purchase,19,Hyderabad,Hyderabad,Mac,0,444,7239.41,6284.58,-1218.28,0.81,2,0,0,0,0.0105,0,1,Low
TXN102759,CUST061,14,4926.85,Bill Payment,6,Hyderabad,Hyderabad,Mac,0,444,5066.3,6282.79,-1355.95,0.78,2,0,0,0,0.0208,0,2,Low
TXN102760,CUST061,15,5488.48,Purchase,9,Hyderabad,Hyderabad,Mac,0,444,4926.85,6638.26,-1149.79,0.83,2,0,0,0,0.0186,0,2,Low
TXN102761,CUST061,16,5436.87,Bill Payment,17,Hyderabad,Hyderabad,Mac,0,444,5488.48,6859.35,-1422.47,0.79,2,0,0,0,0.0186,0,2,Low
TXN102762,CUST061,17,6805.07,Transfer,20,Hassan,Hyderabad,Mac,0,444,5436.87,7097.18,-292.11,0.96,0,1,1,1,0.1039,0,10,Low
TXN102763,CUST061,18,3531.6,Transfer,6,Hyderabad,Hyderabad,Mac,0,444,6805.07,7261.33,-3729.73,0.49,4,0,0,0,0.0104,0,1,Low
TXN102764,CUST061,19,12178.47,Transfer,17,Hyderabad,Hyderabad,Mac,0,444,3531.6,6699.49,5478.98,1.82,2,1,0,0,0.0113,0,1,Low
TXN102765,CUST061,20,2124.55,Purchase,17,Hyderabad,Hyderabad,Mac,0,444,12178.47,7551.12,-5426.57,0.28,2,0,0,0,0.0022,0,0,Low
TXN102766,CUST061,21,10114.05,Transfer,12,Hyderabad,Hyderabad,Mac,0,444,2124.55,5626.24,4487.8,1.8,1,0,0,0,0.0205,0,2,Low
TXN102767,CUST061,22,4277.11,Transfer,7,Hyderabad,Hyderabad,Mac,0,444,10114.05,6291.16,-2014.05,0.68,0,0,0,0,0.0093,0,1,Low
TXN102768,CUST061,23,5909.37,Bill Payment,17,Hyderabad,Hyderabad,Mac,0,444,4277.11,5994.93,-85.56,0.99,3,0,0,0,0.0114,0,1,Low
TXN102769,CUST061,24,3625.74,Transfer,10,Hyderabad,Hyderabad,Mac,0,444,5909.37,6079.24,-2453.51,0.6,5,0,0,0,0.0163,0,2,Low
TXN102770,CUST061,25,16197.74,Transfer,13,Hyderabad,Hyderabad,Mac,0,444,3625.74,5949.13,10248.61,2.72,1,0,0,0,0.0074,0,1,Low
TXN102771,CUST061,26,14522.47,Online Payment,9,Hyderabad,Hyderabad,Mac,0,444,16197.74,7020.06,7502.41,2.07,1,2,0,0,0.0114,0,1,Low
TXN102772,CUST061,27,10925.82,Purchase,15,Hyderabad,Hyderabad,Mac,0,444,14522.47,7928.62,2997.2,1.38,4,1,0,0,0.0164,0,2,Low
TXN102773,CUST061,28,3510.1,ATM Withdrawal,12,Hassan,Hyderabad,Mac,0,444,10925.82,8340.69,-4830.59,0.42,2,1,0,1,0.026,0,3,Low
TXN102774,CUST061,29,4978.62,Bill Payment,8,Hyderabad,Hyderabad,Mac,0,444,3510.1,8338.54,-3359.92,0.6,2,0,0,0,0.0046,0,0,Low
TXN102775,CUST061,30,2081.51,ATM Withdrawal,7,Hyderabad,Hyderabad,Mac,0,444,4978.62,7618.56,-5537.05,0.27,5,0,0,0,0.0274,0,3,Low
TXN102776,CUST061,31,6736.31,Purchase,22,Hyderabad,Hyderabad,Mac,0,444,2081.51,7614.25,-877.95,0.88,3,0,0,0,0.0089,0,1,Low
TXN102777,CUST061,32,12130.28,Transfer,13,Hyderabad,Hyderabad,Mac,0,444,6736.31,7276.48,4853.8,1.67,3,0,0,0,0.0057,0,1,Low
TXN102778,CUST061,33,2971.2,Purchase,8,Hyderabad,Hyderabad,Mac,0,444,12130.28,8061.8,-5090.59,0.37,1,0,0,0,0.0027,0,0,Low
TXN102779,CUST061,34,13445.81,Purchase,17,Hyderabad,Hyderabad,Mac,0,444,2971.2,7767.98,5677.83,1.73,4,0,0,0,0.0119,0,1,Low
TXN102780,CUST061,35,20296.91,Purchase,11,Hyderabad,Hyderabad,Mac,0,444,13445.81,8749.99,11546.93,2.32,4,0,0,0,0.0074,0,1,Low
TXN102781,CUST061,36,7074.81,Purchase,6,Hyderabad,Hyderabad,Mac,0,444,20296.91,9159.9,-2085.09,0.77,1,0,0,0,0.0083,0,1,Low
TXN102782,CUST061,37,13382.82,ATM Withdrawal,16,Hyderabad,Hyderabad,Mac,0,444,7074.81,8415.14,4967.68,1.59,1,0,0,0,0.0307,0,3,Low
TXN102783,CUST061,38,7646.48,Transfer,7,Hyderabad,Hyderabad,Mac,0,444,13382.82,8660.84,-1014.36,0.88,2,0,0,0,0.0249,0,2,Low
TXN102784,CUST061,39,13030.62,Purchase,19,Hyderabad,Hyderabad,Mac,0,444,7646.48,9074.48,3956.14,1.44,2,0,0,0,0.0033,0,0,Low
TXN102785,CUST061,40,8566.51,Transfer,15,Hassan,Hyderabad,Mac,0,444,13030.62,9879.67,-1313.17,0.87,0,0,0,1,0.025,0,2,Low
TXN102786,CUST061,41,2359.28,ATM Withdrawal,6,Hassan,Hyderabad,Mac,0,444,8566.51,10528.17,-8168.9,0.22,0,0,0,1,0.0325,0,3,Low
TXN102787,CUST061,42,8689.79,Transfer,16,Hyderabad,Hyderabad,Mac,0,444,2359.28,10090.47,-1400.68,0.86,1,0,0,0,0.0025,0,0,Low
TXN102788,CUST061,43,14898.36,Purchase,19,Hyderabad,Hyderabad,Mac,0,444,8689.79,9746.42,5151.93,1.53,0,0,0,0,0.0061,0,1,Low
TXN102789,CUST061,44,5165.19,ATM Withdrawal,7,Chennai,Hyderabad,Mac,0,444,14898.36,10939.14,-5773.95,0.47,1,0,0,1,0.0242,0,2,Low
TXN102790,CUST061,45,10038.94,Bill Payment,14,Hyderabad,Hyderabad,Mac,0,444,5165.19,10111.08,-72.13,0.99,5,0,0,0,0.0115,0,1,Low
TXN102791,CUST061,46,3380.87,Transfer,10,Mumbai,Hyderabad,Mac,0,444,10038.94,9085.28,-5704.41,0.37,1,1,0,0,0.55,1,55,Medium
TXN102792,CUST061,47,4648.81,Purchase,15,Hyderabad,Hyderabad,Android,1,444,3380.87,8715.88,-4067.07,0.53,1,0,0,0,0.0647,0,6,Low
TXN102793,CUST061,48,5260.85,Purchase,21,Hyderabad,Hyderabad,Mac,0,444,4648.81,7842.48,-2581.63,0.67,1,1,0,0,0.0018,0,0,Low
TXN102794,CUST061,49,1797.95,Purchase,14,Hyderabad,Hyderabad,Mac,0,444,5260.85,7603.92,-5805.98,0.24,2,0,0,0,0.0084,0,1,Low
TXN102795,CUST061,50,10626.14,Purchase,13,Hyderabad,Hyderabad,Mac,0,444,1797.95,6480.65,4145.48,1.64,2,1,0,0,0.0106,0,1,Low
TXN102796,CUST061,51,2129.26,Purchase,12,Hyderabad,Hyderabad,Mac,0,444,10626.14,6686.62,-4557.36,0.32,1,0,0,0,0.0086,0,1,Low
TXN102797,CUST061,52,3567.98,ATM Withdrawal,7,Hyderabad,Hyderabad,Mac,0,444,2129.26,6663.62,-3095.64,0.54,3,1,0,0,0.0033,0,0,Low
TXN102798,CUST061,53,6966.12,Transfer,18,Hyderabad,Hyderabad,Mac,0,444,3567.98,6151.43,814.69,1.13,1,0,0,0,0.0052,0,1,Low
TXN102799,CUST061,54,12344.76,Transfer,15,Hyderabad,Hyderabad,Mac,0,444,6966.12,5358.21,6986.55,2.3,3,0,0,0,0.0168,0,2,Low
TXN102800,CUST061,55,3058.64,Purchase,8,Hyderabad,Hyderabad,Mac,0,444,12344.76,6076.17,-3017.53,0.5,1,1,0,0,0.014,0,1,Low
TXN102801,CUST061,56,1368.1,Purchase,22,Hyderabad,Hyderabad,Mac,0,444,3058.64,5378.14,-4010.04,0.25,2,1,0,0,0.0098,0,1,Low
TXN102802,CUST061,57,4744.33,Transfer,18,Hyderabad,Hyderabad,Mac,0,444,1368.1,5176.86,-432.53,0.92,3,0,0,0,0.0022,0,0,Low
TXN102803,CUST061,58,7508.57,Transfer,15,Hyderabad,Hyderabad,Mac,0,444,4744.33,5186.41,2322.16,1.45,0,0,0,0,0.009,0,1,Low
TXN102804,CUST062,1,7829.67,Transfer,17,Bangalore,Bangalore,Android,0,2540,0.0,6359.28,1470.39,1.23,1,0,0,0,0.0143,0,1,Low
TXN102805,CUST062,2,6138.87,Purchase,22,Chennai,Bangalore,Android,0,2540,7829.67,7829.67,-1690.8,0.78,1,0,0,1,0.0322,0,3,Low
TXN102806,CUST062,3,4099.4,Purchase,11,Mangalore,Bangalore,Android,0,2540,6138.87,6984.27,-2884.87,0.59,3,1,0,1,0.043,0,4,Low
TXN102807,CUST062,4,5870.36,ATM Withdrawal,15,Chennai,Bangalore,Android,0,2540,4099.4,6022.65,-152.29,0.97,0,0,1,1,0.0619,0,6,Low
TXN102808,CUST062,5,5026.98,Transfer,21,Bangalore,Bangalore,Android,0,2540,5870.36,5984.58,-957.59,0.84,3,0,0,0,0.0103,0,1,Low
TXN102809,CUST062,6,21880.97,ATM Withdrawal,11,Bangalore,Bangalore,Android,0,2540,5026.98,5793.06,16087.92,3.78,0,2,0,0,0.0555,0,6,Low
TXN102810,CUST062,7,6578.36,Purchase,21,Bangalore,Bangalore,Android,0,2540,21880.97,8474.38,-1896.02,0.78,5,1,0,0,0.0243,0,2,Low
TXN102811,CUST062,8,5933.85,ATM Withdrawal,9,Bangalore,Bangalore,Android,0,2540,6578.36,8203.52,-2269.66,0.72,1,0,0,0,0.0018,0,0,Low
TXN102812,CUST062,9,13835.51,Purchase,13,Bangalore,Bangalore,Android,0,2540,5933.85,7919.81,5915.7,1.75,2,0,0,0,0.0082,0,1,Low
TXN102813,CUST062,10,8469.85,ATM Withdrawal,22,Bangalore,Bangalore,Android,0,2540,13835.51,8577.11,-107.26,0.99,2,0,0,0,0.0043,0,0,Low
TXN102814,CUST062,11,6383.21,Purchase,21,Bangalore,Bangalore,Android,0,2540,8469.85,8566.38,-2183.17,0.75,4,0,0,0,0.0096,0,1,Low
TXN102815,CUST062,12,8092.16,ATM Withdrawal,12,Mumbai,Bangalore,Android,0,2540,6383.21,8421.74,-329.57,0.96,0,1,0,1,0.0108,0,1,Low
TXN102816,CUST062,13,8299.96,ATM Withdrawal,6,Delhi,Bangalore,Android,0,2540,8092.16,8617.07,-317.1,0.96,1,0,0,1,0.0732,0,7,Low
TXN102817,CUST062,14,10333.28,Online Payment,18,Hassan,Bangalore,Android,0,2540,8299.96,9037.12,1296.16,1.14,1,0,0,1,0.0436,0,4,Low
TXN102818,CUST062,15,1317.77,Transfer,19,Bangalore,Bangalore,Android,0,2540,10333.28,9483.41,-8165.65,0.14,4,0,0,0,0.0128,0,1,Low
TXN102819,CUST062,16,11717.91,Transfer,21,Bangalore,Bangalore,Mac,1,2540,1317.77,9112.49,2605.42,1.29,3,0,0,0,0.0421,0,4,Low
TXN102820,CUST062,17,4164.07,ATM Withdrawal,20,Delhi,Bangalore,Android,0,2540,11717.91,8096.19,-3932.12,0.51,2,0,0,1,0.0285,0,3,Low
TXN102821,CUST062,18,4414.51,Purchase,13,Pune,Bangalore,Android,0,2540,4164.07,7854.76,-3440.24,0.56,0,0,0,1,0.0162,0,2,Low
TXN102822,CUST062,19,6083.36,Transfer,11,Bangalore,Bangalore,Android,0,2540,4414.51,7702.82,-1619.47,0.79,5,0,0,0,0.0068,0,1,Low
TXN102823,CUST062,20,4259.61,ATM Withdrawal,12,Bangalore,Bangalore,Android,0,2540,6083.36,6927.61,-2668.0,0.61,4,0,0,0,0.0075,0,1,Low
TXN102824,CUST062,21,6902.97,Online Payment,11,Chennai,Bangalore,Android,0,2540,4259.61,6506.58,396.39,1.06,2,0,0,1,0.0287,0,3,Low
TXN102825,CUST062,22,7330.94,Purchase,7,Mysore,Bangalore,Android,0,2540,6902.97,6558.56,772.38,1.12,0,0,0,1,0.0058,0,1,Low
TXN102826,CUST062,23,2932.61,Transfer,10,Bangalore,Bangalore,Android,0,2540,7330.94,6482.44,-3549.83,0.45,3,0,0,0,0.0113,0,1,Low
TXN102827,CUST062,24,8857.01,Transfer,8,Bangalore,Bangalore,Mac,1,2540,2932.61,5945.7,2911.31,1.49,3,0,0,0,0.0131,0,1,Low
TXN102828,CUST062,25,17469.97,Transfer,6,Bangalore,Bangalore,Android,0,2540,8857.01,5798.07,11671.9,3.01,3,0,0,0,0.0174,0,2,Low
TXN102829,CUST062,26,7667.41,Transfer,8,Bangalore,Bangalore,Android,0,2540,17469.97,7413.3,254.12,1.03,1,1,0,0,0.0271,0,3,Low
TXN102830,CUST062,27,4106.55,Transfer,14,Bangalore,Bangalore,Mac,1,2540,7667.41,7008.25,-2901.7,0.59,3,0,0,0,0.035,0,3,Low
TXN102831,CUST062,28,9239.86,Online Payment,8,Bangalore,Bangalore,Android,0,2540,4106.55,7002.49,2237.37,1.32,1,0,0,0,0.0102,0,1,Low
TXN102832,CUST062,29,9600.1,Transfer,11,Bangalore,Bangalore,Android,0,2540,9239.86,7485.03,2115.07,1.28,2,0,0,0,0.0099,0,1,Low
TXN102833,CUST062,30,4210.5,Purchase,6,Bangalore,Bangalore,Android,0,2540,9600.1,7836.7,-3626.2,0.54,1,0,0,0,0.0179,0,2,Low
TXN102834,CUST062,31,3861.33,Purchase,14,Bangalore,Bangalore,Android,0,2540,4210.5,7831.79,-3970.46,0.49,4,0,0,0,0.017,0,2,Low
TXN102835,CUST062,32,4577.61,Transfer,20,Hassan,Bangalore,Android,0,2540,3861.33,7527.63,-2950.02,0.61,3,0,0,1,0.0226,0,2,Low
TXN102836,CUST062,33,2404.66,Purchase,13,Bangalore,Bangalore,Android,0,2540,4577.61,7252.3,-4847.64,0.33,1,1,0,0,0.009,0,1,Low
TXN102837,CUST062,34,4151.14,Transfer,20,Bangalore,Bangalore,Android,0,2540,2404.66,7199.5,-3048.36,0.58,4,0,0,0,0.0042,0,0,Low
TXN102838,CUST062,35,9688.09,Online Payment,16,Bangalore,Bangalore,Android,0,2540,4151.14,6728.91,2959.18,1.44,2,1,0,0,0.0047,0,0,Low
TXN102839,CUST062,36,3359.8,Purchase,8,Bangalore,Bangalore,Android,0,2540,9688.09,5950.73,-2590.92,0.56,4,0,0,0,0.0103,0,1,Low
TXN102840,CUST062,37,9822.36,Purchase,14,Bangalore,Bangalore,Android,0,2540,3359.8,5519.97,4302.4,1.78,3,0,0,0,0.0269,0,3,Low
TXN102841,CUST062,38,3978.03,Purchase,20,Bangalore,Bangalore,Android,0,2540,9822.36,6091.55,-2113.51,0.65,0,0,0,0,0.0083,0,1,Low
TXN102842,CUST062,39,1964.5,Purchase,7,Bangalore,Bangalore,Android,0,2540,3978.03,5565.36,-3600.87,0.35,6,0,0,0,0.0126,0,1,Low
TXN102843,CUST062,40,4394.25,Online Payment,11,Bangalore,Bangalore,Android,0,2540,1964.5,4801.8,-407.55,0.92,3,0,0,0,0.006,0,1,Low
TXN102844,CUST062,41,10622.97,Purchase,8,Bangalore,Bangalore,Android,0,2540,4394.25,4820.18,5802.79,2.2,3,0,0,0,0.0165,0,2,Low
TXN102845,CUST062,42,4954.61,Purchase,18,Bangalore,Bangalore,Android,0,2540,10622.97,5496.34,-541.73,0.9,4,0,0,0,0.0029,0,0,Low
TXN102846,CUST062,43,10936.2,ATM Withdrawal,9,Bangalore,Bangalore,Android,0,2540,4954.61,5534.04,5402.16,1.98,5,3,0,0,0.0212,0,2,Low
TXN102847,CUST062,44,8929.49,Purchase,11,Bangalore,Bangalore,Android,0,2540,10936.2,6387.2,2542.29,1.4,1,0,0,0,0.0024,0,0,Low
TXN102848,CUST062,45,5664.3,Online Payment,6,Bangalore,Bangalore,Android,0,2540,8929.49,6865.03,-1200.73,0.83,2,0,0,0,0.0049,0,0,Low
TXN102849,CUST062,46,6431.39,Bill Payment,8,Bangalore,Bangalore,Android,0,2540,5664.3,6462.65,-31.26,1.0,2,0,0,0,0.0039,0,0,Low
TXN102850,CUST062,47,4095.42,Bill Payment,10,Bangalore,Bangalore,iPhone,1,2540,6431.39,6769.81,-2674.39,0.6,4,0,0,0,0.0293,0,3,Low
TXN102851,CUST062,48,10831.81,Purchase,6,Bangalore,Bangalore,Android,0,2540,4095.42,6197.12,4634.69,1.75,5,0,0,0,0.0101,0,1,Low
TXN102852,CUST062,49,25374.17,Online Payment,19,Bangalore,Bangalore,Android,0,2540,10831.81,6882.49,18491.68,3.69,3,0,0,0,0.0432,0,4,Low
TXN102853,CUST062,50,7589.09,Transfer,14,Bangalore,Bangalore,Android,0,2540,25374.17,9223.46,-1634.37,0.82,0,2,0,0,0.0322,0,3,Low
TXN102854,CUST062,51,5405.17,Bill Payment,13,Bangalore,Bangalore,Android,0,2540,7589.09,9542.94,-4137.77,0.57,2,0,0,0,0.0319,0,3,Low
TXN102855,CUST062,52,3806.41,Transfer,11,Bangalore,Bangalore,Android,0,2540,5405.17,9021.16,-5214.75,0.42,2,0,0,0,0.0303,0,3,Low
TXN102856,CUST062,53,6036.02,Purchase,15,Bangalore,Bangalore,Android,0,2540,3806.41,8906.34,-2870.32,0.68,0,3,0,0,0.0272,0,3,Low
TXN102857,CUST063,1,3166.39,Purchase,18,Mangalore,Mangalore,Windows,1,2784,0.0,5440.99,-2274.6,0.58,3,0,0,0,0.1751,0,18,Low
TXN102858,CUST063,2,13134.27,Transfer,16,Mangalore,Mangalore,iPhone,0,2784,3166.39,3166.39,9967.88,4.15,0,0,0,0,0.0081,0,1,Low
TXN102859,CUST063,3,14814.15,Purchase,10,Mangalore,Mangalore,iPhone,0,2784,13134.27,8150.33,6663.81,1.82,2,1,0,0,0.0048,0,0,Low
TXN102860,CUST063,4,7762.53,Transfer,20,Mangalore,Mangalore,iPhone,0,2784,14814.15,10371.6,-2609.07,0.75,1,0,0,0,0.0044,0,0,Low
TXN102861,CUST063,5,6301.95,Transfer,15,Mangalore,Mangalore,iPhone,0,2784,7762.53,9719.34,-3417.38,0.65,3,0,0,0,0.0032,0,0,Low
TXN102862,CUST063,6,5779.81,Transfer,16,Mangalore,Mangalore,iPhone,0,2784,6301.95,9035.86,-3256.05,0.64,2,0,0,0,0.0081,0,1,Low
TXN102863,CUST063,7,7060.66,Bill Payment,15,Mangalore,Mangalore,iPhone,0,2784,5779.81,8493.18,-1432.52,0.83,0,0,0,0,0.0019,0,0,Low
TXN102864,CUST063,8,3833.07,Transfer,20,Mangalore,Mangalore,iPhone,0,2784,7060.66,8288.54,-4455.47,0.46,3,0,0,0,0.0058,0,1,Low
TXN102865,CUST063,9,8345.3,Bill Payment,12,Mangalore,Mangalore,iPhone,0,2784,3833.07,7731.6,613.7,1.08,4,0,0,0,0.009,0,1,Low
TXN102866,CUST063,10,7208.55,Transfer,10,Mangalore,Mangalore,iPhone,0,2784,8345.3,7799.79,-591.25,0.92,1,0,0,0,0.0053,0,1,Low
TXN102867,CUST063,11,8402.77,Online Payment,20,Mysore,Mangalore,iPhone,0,2784,7208.55,7740.67,662.1,1.09,2,0,0,1,0.0176,0,2,Low
TXN102868,CUST063,12,16687.13,Purchase,8,Mangalore,Mangalore,iPhone,0,2784,8402.77,8264.31,8422.82,2.02,0,0,0,0,0.0066,0,1,Low
TXN102869,CUST063,13,8912.83,Online Payment,11,Mangalore,Mangalore,iPhone,0,2784,16687.13,8619.59,293.24,1.03,2,0,0,0,0.0203,0,2,Low
TXN102870,CUST063,14,12599.66,Bill Payment,10,Pune,Mangalore,Windows,1,2784,8912.83,8029.46,4570.2,1.57,0,0,0,1,0.1092,1,11,Low
TXN102871,CUST063,15,8134.61,Purchase,9,Mangalore,Mangalore,iPhone,0,2784,12599.66,8513.17,-378.56,0.96,1,0,0,0,0.0042,0,0,Low
TXN102872,CUST063,16,7747.01,Purchase,15,Mangalore,Mangalore,iPhone,0,2784,8134.61,8696.44,-949.43,0.89,2,0,0,0,0.0071,0,1,Low
TXN102873,CUST063,17,7304.19,Transfer,21,Chennai,Mangalore,iPhone,0,2784,7747.01,8893.16,-1588.97,0.82,2,0,0,1,0.0417,0,4,Low
TXN102874,CUST063,18,7896.97,Online Payment,20,Mangalore,Mangalore,iPhone,0,2784,7304.19,8917.51,-1020.54,0.89,4,0,0,0,0.0096,0,1,Low
TXN102875,CUST063,19,6563.83,Bill Payment,22,Mangalore,Mangalore,iPhone,0,2784,7896.97,9323.9,-2760.07,0.7,1,0,0,0,0.011,0,1,Low
TXN102876,CUST063,20,3341.98,Transfer,11,Hyderabad,Mangalore,iPhone,0,2784,6563.83,9145.75,-5803.78,0.37,3,0,0,1,0.0264,0,3,Low
TXN102877,CUST063,21,6301.0,Transfer,18,Mangalore,Mangalore,iPhone,0,2784,3341.98,8759.1,-2458.1,0.72,4,0,0,0,0.0115,0,1,Low
TXN102878,CUST063,22,5931.96,Purchase,22,Mangalore,Mangalore,iPhone,0,2784,6301.0,8548.92,-2616.96,0.69,2,0,0,0,0.0043,0,0,Low
TXN102879,CUST063,23,3483.41,ATM Withdrawal,21,Mangalore,Mangalore,iPhone,0,2784,5931.96,7473.4,-3989.99,0.47,2,0,0,0,0.0125,0,1,Low
TXN102880,CUST063,24,4980.9,Purchase,8,Mangalore,Mangalore,iPhone,0,2784,3483.41,6930.46,-1949.56,0.72,0,0,0,0,0.0081,0,1,Low
TXN102881,CUST063,25,16048.95,Purchase,11,Mangalore,Mangalore,Android,1,2784,4980.9,6168.59,9880.36,2.6,1,1,0,0,0.2025,0,20,Low
TXN102882,CUST063,26,2657.86,Transfer,18,Mangalore,Mangalore,iPhone,0,2784,16048.95,6960.02,-4302.16,0.38,0,0,0,0,0.006,0,1,Low
TXN102883,CUST063,27,4004.56,Purchase,14,Mangalore,Mangalore,iPhone,0,2784,2657.86,6451.11,-2446.55,0.62,1,0,0,0,0.0051,0,1,Low
TXN102884,CUST063,28,1044.08,Transfer,21,Mangalore,Mangalore,iPhone,0,2784,4004.56,6121.14,-5077.06,0.17,5,0,0,0,0.0977,0,10,Low
TXN102885,CUST063,29,9286.24,Transfer,22,Mangalore,Mangalore,iPhone,0,2784,1044.08,5435.85,3850.39,1.71,3,0,0,0,0.0043,0,0,Low
TXN102886,CUST063,30,6362.52,Transfer,9,Mangalore,Mangalore,iPhone,0,2784,9286.24,5708.09,654.43,1.11,1,0,0,0,0.0085,0,1,Low
TXN102887,CUST063,31,5353.59,Transfer,18,Mangalore,Mangalore,iPhone,0,2784,6362.52,6010.15,-656.55,0.89,1,1,0,0,0.0128,0,1,Low
TXN102888,CUST063,32,9212.87,ATM Withdrawal,12,Mangalore,Mangalore,iPhone,0,2784,5353.59,5915.41,3297.46,1.56,4,0,0,0,0.0073,0,1,Low
TXN102889,CUST063,33,10307.44,Purchase,13,Mangalore,Mangalore,iPhone,0,2784,9212.87,6243.5,4063.95,1.65,4,0,0,0,0.0037,0,0,Low
TXN102890,CUST063,34,5013.56,Bill Payment,16,Mangalore,Mangalore,iPhone,0,2784,10307.44,6925.9,-1912.34,0.72,1,0,0,0,0.003,0,0,Low
TXN102891,CUST063,35,5251.77,Transfer,17,Mangalore,Mangalore,iPhone,0,2784,5013.56,6929.17,-1677.4,0.76,2,1,0,0,0.003,0,0,Low
